시군구,번지,단지명,전용면적(㎡),계약년월,구,동
대구광역시 북구 고성동3가,145,오페라트루엘시민의숲아파트,59.6911,202412,북구,고성동3가
대구광역시 남구 대명동,3067,교대역하늘채뉴센트원,39.6022,202412,남구,대명동
대구광역시 남구 대명동,3067,교대역하늘채뉴센트원,49.7491,202412,남구,대명동
대구광역시 동구 효목동,421-2,초원(나),49.64,202412,동구,효목동
대구광역시 북구 침산동,637-1,침산세정드림타운,59.8382,202412,북구,침산동
대구광역시 중구 대신동,2106,대신센트럴자이,84.8382,202412,중구,대신동
대구광역시 서구 원대동3가,1649,서대구센트럴자이,59.9497,202412,서구,원대동3가
대구광역시 중구 대신동,2106,대신센트럴자이,84.8382,202412,중구,대신동
대구광역시 서구 내당동,2346,e편한세상두류역,74.8683,202412,서구,내당동
대구광역시 북구 태전동,936-1,한신중앙,47.25,202412,북구,태전동
대구광역시 수성구 만촌동,1356-7,메트로팔레스2,74.91,202412,수성구,만촌동
대구광역시 수성구 황금동,986,힐스테이트황금엘포레,84.9899,202412,수성구,황금동
대구광역시 수성구 수성동1가,105-5,수성영남,84.99,202412,수성구,수성동1가
대구광역시 달서구 감삼동,461,월드마크웨스트엔드,99.42,202412,달서구,감삼동
대구광역시 달서구 용산동,414-4,성서6주공,59.99,202412,달서구,용산동
대구광역시 달서구 진천동,843,진천역라온프라이빗센텀,68.9202,202412,달서구,진천동
대구광역시 달서구 상인동,1596,상인화성파크드림1단지,134.0,202412,달서구,상인동
대구광역시 달서구 이곡동,1194,성서청남타운,134.96,202412,달서구,이곡동
대구광역시 달서구 이곡동,1258-3,대구성서4주공,59.99,202412,달서구,이곡동
대구광역시 수성구 황금동,986,힐스테이트황금엘포레,84.9899,202412,수성구,황금동
대구광역시 수성구 시지동,591,수성알파시티동화아이위시,84.9478,202412,수성구,시지동
대구광역시 수성구 두산동,105,대우트럼프월드수성,125.0,202412,수성구,두산동
대구광역시 수성구 수성동3가,130-1,수성3가화성파크드림1단지,133.1172,202412,수성구,수성동3가
대구광역시 달서구 죽전동,251,동화로즈빌,77.4556,202412,달서구,죽전동
대구광역시 수성구 범물동,1269,범물보성2차,84.99,202412,수성구,범물동
대구광역시 수성구 만촌동,605,만촌보성타운,59.87,202412,수성구,만촌동
대구광역시 달서구 이곡동,1306-1,한샘,84.98,202412,달서구,이곡동
대구광역시 북구 매천동,753,한신더휴이스턴팰리스,84.99,202412,북구,매천동
대구광역시 수성구 두산동,999,수성레이크푸르지오,84.9381,202412,수성구,두산동
대구광역시 북구 태전동,1181,이진캐스빌,59.8818,202412,북구,태전동
대구광역시 북구 태전동,997,현대,96.63,202412,북구,태전동
대구광역시 북구 태전동,166,태전한라,84.97,202412,북구,태전동
대구광역시 수성구 범물동,1397,수성하늘채르레브,77.9966,202412,수성구,범물동
대구광역시 수성구 범물동,1279,범물보성타운,64.63,202412,수성구,범물동
대구광역시 달서구 진천동,508,진천역대성스카이렉스,84.9302,202412,달서구,진천동
대구광역시 달서구 진천동,740-1,진천태왕아너스1단지,84.9684,202412,달서구,진천동
대구광역시 달서구 진천동,131,동백맨션,84.92,202412,달서구,진천동
대구광역시 수성구 지산동,1234-1,지산2단지,54.12,202412,수성구,지산동
대구광역시 달서구 용산동,412-1,세븐하이츠,59.99,202412,달서구,용산동
대구광역시 달서구 용산동,412-1,세븐하이츠,59.99,202412,달서구,용산동
대구광역시 달서구 용산동,410-2,성서보람타운,59.67,202412,달서구,용산동
대구광역시 달서구 용산동,416-5,성서청구타운,84.965,202412,달서구,용산동
대구광역시 수성구 신매동,594-1,시지에덴타운,134.9,202412,수성구,신매동
대구광역시 달서구 죽전동,368,죽전그린빌,75.01,202412,달서구,죽전동
대구광역시 수성구 범어동,2238,범어 화산샬레,84.9732,202412,수성구,범어동
대구광역시 달서구 장기동,809,영남네오빌,59.9262,202412,달서구,장기동
대구광역시 달서구 감삼동,521,우방드림시티,53.066,202412,달서구,감삼동
대구광역시 수성구 황금동,985,힐스테이트황금동,84.9094,202412,수성구,황금동
대구광역시 달서구 유천동,612,대구월배2차아이파크,84.2245,202412,달서구,유천동
대구광역시 달성군 옥포읍 교항리,2964,옥포대성베르힐4단지,84.9565,202412,달성군,옥포읍
대구광역시 달서구 월성동,1894,월성삼정그린코아에듀파크,84.6758,202412,달서구,월성동
대구광역시 달성군 다사읍 매곡리,302,강창동서,84.92,202412,달성군,다사읍
대구광역시 달성군 옥포읍 본리리,2590,미진이지비아,59.9907,202412,달성군,옥포읍
대구광역시 달성군 유가읍 쌍계리,633,대구테크노폴리스중흥에스-클래스포디움,99.9819,202412,달성군,유가읍
대구광역시 달서구 월성동,1894,월성삼정그린코아에듀파크,84.6758,202412,달서구,월성동
대구광역시 달성군 화원읍 성산리,55,화원삼주타운,98.94,202412,달성군,화원읍
대구광역시 북구 노원동3가,1227,대구노원한신더휴,39.93,202412,북구,노원동3가
대구광역시 북구 고성동1가,270,대구오페라스위첸,84.9704,202412,북구,고성동1가
대구광역시 중구 수창동,173,대구역센트럴자이,72.8353,202412,중구,수창동
대구광역시 북구 노원동3가,1227,대구노원한신더휴,51.98,202412,북구,노원동3가
대구광역시 북구 노원동3가,1227,대구노원한신더휴,51.98,202412,북구,노원동3가
대구광역시 중구 수창동,173,대구역센트럴자이,84.6421,202412,중구,수창동
대구광역시 북구 노원동3가,1227,대구노원한신더휴,39.93,202412,북구,노원동3가
대구광역시 북구 노원동3가,1227,대구노원한신더휴,39.93,202412,북구,노원동3가
대구광역시 북구 구암동,786,그린빌3차,49.71,202412,북구,구암동
대구광역시 북구 노원동3가,1227,대구노원한신더휴,39.93,202412,북구,노원동3가
대구광역시 북구 노원동3가,1227,대구노원한신더휴,39.93,202412,북구,노원동3가
대구광역시 북구 노원동3가,1227,대구노원한신더휴,39.93,202412,북구,노원동3가
대구광역시 북구 구암동,788,그린빌4차,59.83,202412,북구,구암동
대구광역시 북구 노원동3가,1227,대구노원한신더휴,51.98,202412,북구,노원동3가
대구광역시 중구 남산동,3020,남산롯데캐슬센트럴스카이,84.9371,202412,중구,남산동
대구광역시 중구 남산동,3020,남산롯데캐슬센트럴스카이,84.9371,202412,중구,남산동
대구광역시 북구 노원동3가,1227,대구노원한신더휴,39.93,202412,북구,노원동3가
대구광역시 북구 노원동3가,1227,대구노원한신더휴,39.93,202412,북구,노원동3가
대구광역시 동구 효목동,9,동촌강나루타운,49.893,202412,동구,효목동
대구광역시 북구 노원동3가,1227,대구노원한신더휴,39.93,202412,북구,노원동3가
대구광역시 동구 신암동,1846,동대구에일린의뜰,84.9328,202412,동구,신암동
대구광역시 동구 사복동,838,대구혁신엘에이치이노힐즈,84.98,202412,동구,사복동
대구광역시 북구 노원동3가,1227,대구노원한신더휴,39.93,202412,북구,노원동3가
대구광역시 북구 노원동3가,1227,대구노원한신더휴,39.93,202412,북구,노원동3가
대구광역시 북구 노원동3가,1227,대구노원한신더휴,39.93,202412,북구,노원동3가
대구광역시 남구 봉덕동,1329-2,대덕1차,84.87,202412,남구,봉덕동
대구광역시 남구 봉덕동,862,강변코오롱하늘채,59.8284,202412,남구,봉덕동
대구광역시 북구 노원동3가,1227,대구노원한신더휴,39.93,202412,북구,노원동3가
대구광역시 동구 율암동,1297,대구 파라곤 프레스티지,84.8406,202412,동구,율암동
대구광역시 북구 학정동,980,칠곡1차한라하우젠트,112.1791,202412,북구,학정동
대구광역시 중구 대신동,2106,대신센트럴자이,84.9235,202412,중구,대신동
대구광역시 북구 노원동3가,1227,대구노원한신더휴,51.98,202412,북구,노원동3가
대구광역시 북구 노원동3가,1227,대구노원한신더휴,39.93,202412,북구,노원동3가
대구광역시 북구 노원동3가,1227,대구노원한신더휴,51.98,202412,북구,노원동3가
대구광역시 동구 신서동,513-1,신서동신일해피트리,84.48,202412,동구,신서동
대구광역시 남구 대명동,2680-17,보성청록타운,59.79,202412,남구,대명동
대구광역시 중구 수창동,173,대구역센트럴자이,84.4712,202412,중구,수창동
대구광역시 북구 노원동3가,1227,대구노원한신더휴,51.98,202412,북구,노원동3가
대구광역시 동구 신서동,828,신서화성파크드림,84.9205,202412,동구,신서동
대구광역시 중구 대신동,103-9,청라힐지웰더센트로,72.757,202412,중구,대신동
대구광역시 동구 신암동,1887,동대구해모로스퀘어이스트,84.9402,202412,동구,신암동
대구광역시 동구 신천동,1503,신천자이,76.51,202412,동구,신천동
대구광역시 중구 남산동,3016,e편한세상남산,59.9875,202412,중구,남산동
대구광역시 중구 남산동,3016,e편한세상남산,59.9875,202412,중구,남산동
대구광역시 북구 읍내동,1448,SD아이프라임강북,84.9696,202412,북구,읍내동
대구광역시 동구 숙천동,388,대구혁신도시서한이다음4차,84.7703,202412,동구,숙천동
대구광역시 북구 국우동,1079,부영1차,81.1563,202412,북구,국우동
대구광역시 서구 평리동,1676,평리롯데캐슬,84.9639,202412,서구,평리동
대구광역시 동구 봉무동,1530,대구이시아폴리스더샵3차,96.86,202412,동구,봉무동
대구광역시 동구 봉무동,1530,대구이시아폴리스더샵3차,84.85,202412,동구,봉무동
대구광역시 동구 신암동,194-1,신암건영캐스빌,127.85,202412,동구,신암동
대구광역시 동구 신천동,1511,동대구비스타동원,84.9864,202412,동구,신천동
대구광역시 수성구 범어동,2280,빌리브범어120,84.9162,202412,수성구,범어동
대구광역시 달서구 이곡동,1304-1,성서2동서화성,59.99,202412,달서구,이곡동
대구광역시 북구 매천동,741,매천센트럴파크,74.88,202412,북구,매천동
대구광역시 북구 매천동,750,한신더휴웨스턴팰리스,69.9802,202412,북구,매천동
대구광역시 수성구 범물동,1328,서한화성타운,84.575,202412,수성구,범물동
대구광역시 북구 동천동,890,칠곡네스빌,84.5826,202412,북구,동천동
대구광역시 달서구 도원동,1443,강산타운,134.63,202412,달서구,도원동
대구광역시 수성구 만촌동,1483,만촌삼정그린코아에듀파크,84.974,202412,수성구,만촌동
대구광역시 수성구 사월동,645,시지한신휴플러스,84.7125,202412,수성구,사월동
대구광역시 수성구 사월동,645,시지한신휴플러스,84.7125,202412,수성구,사월동
대구광역시 수성구 사월동,645,시지한신휴플러스,84.7125,202412,수성구,사월동
대구광역시 달서구 용산동,911,용산파크타운,59.92,202412,달서구,용산동
대구광역시 달성군 구지면 응암리,1251,대구국가산단반도유보라아이비파크2,74.9638,202412,달성군,구지면
대구광역시 달서구 대곡동,1126,수목원서한이다음,101.87,202412,달서구,대곡동
대구광역시 달성군 다사읍 세천리,1588,북죽곡엠코타운더솔레뉴,76.5713,202412,달성군,다사읍
대구광역시 달성군 다사읍 세천리,1703-1,제일풍경채 프라임,59.9687,202412,달성군,다사읍
대구광역시 달성군 유가읍 봉리,605,호반베르디움,84.8561,202412,달성군,유가읍
대구광역시 달서구 월성동,364,월성보성1,84.99,202412,달서구,월성동
대구광역시 달서구 월성동,364,월성보성1,84.99,202412,달서구,월성동
대구광역시 달서구 월성동,84,월성주공1(고층),59.39,202412,달서구,월성동
대구광역시 달성군 옥포읍 본리리,2590,미진이지비아,74.4507,202412,달성군,옥포읍
대구광역시 달성군 구지면 창리,1434,대구국가산단디에트르더센트럴,76.4927,202412,달성군,구지면
